,Mainline,Fork,Pr nr,Filename,Operation,File classification,Interesting
141,apache/kafka,linkedin/kafka,16092,core/src/test/scala/kafka/raft/KafkaMetadataLogTest.scala,REMOVED,ED,1
142,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/admin/AclCommandTest.scala,REMOVED,ED,1
146,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/integration/MetricsDuringTopicCreationDeletionTest.scala,REMOVED,MO,1
151,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/log/LogSegmentTest.scala,REMOVED,ED,1
154,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/raft/RaftManagerTest.scala,REMOVED,MO,1
155,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/security/token/delegation/DelegationTokenManagerTest.scala,REMOVED,MO,1
157,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/AbstractMetadataRequestTest.scala,REMOVED,MO,1
158,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/AlterUserScramCredentialsRequestNotAuthorizedTest.scala,REMOVED,MO,1
159,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/AlterUserScramCredentialsRequestTest.scala,REMOVED,MO,1
160,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/AutoTopicCreationManagerTest.scala,REMOVED,MO,1
161,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/BaseFetchRequestTest.scala,REMOVED,ED,1
162,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/BaseRequestTest.scala,REMOVED,ED,1
164,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/ControllerApisTest.scala,REMOVED,MO,1
165,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/ControllerMutationQuotaTest.scala,REMOVED,MO,1
167,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/DeleteTopicsRequestWithDeletionDisabledTest.scala,REMOVED,MO,1
169,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/DescribeUserScramCredentialsRequestNotAuthorizedTest.scala,REMOVED,MO,1
170,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/DescribeUserScramCredentialsRequestTest.scala,REMOVED,MO,1
171,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/DynamicBrokerConfigTest.scala,REMOVED,MO,1
172,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/FetchRequestMaxBytesTest.scala,REMOVED,MO,1
175,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/KafkaMetricReporterClusterIdTest.scala,REMOVED,MO,1
177,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/LogDirFailureTest.scala,REMOVED,MO,1
180,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/RequestQuotaTest.scala,REMOVED,MO,1
181,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/ServerGenerateBrokerIdTest.scala,REMOVED,MO,1
182,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/ServerTest.scala,REMOVED,MO,1
184,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/TopicIdWithOldInterBrokerProtocolTest.scala,REMOVED,ED,1
185,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/tools/DumpLogSegmentsTest.scala,REMOVED,MO,1
187,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/utils/CoreUtilsTest.scala,REMOVED,MO,1
189,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/utils/ThrottlerTest.scala,REMOVED,MO,1
17,apache/kafka,linkedin/kafka,16092,streams/src/main/java/org/apache/kafka/streams/errors/ErrorHandlerContext.java,None,NOT EXISTING,0
18,apache/kafka,linkedin/kafka,16092,streams/src/main/java/org/apache/kafka/streams/errors/ErrorHandlerContextImpl.java,None,NOT EXISTING,0
19,apache/kafka,linkedin/kafka,16092,streams/src/main/java/org/apache/kafka/streams/errors/ProcessingExceptionHandler.java,None,NOT EXISTING,0
20,apache/kafka,linkedin/kafka,16092,streams/src/main/java/org/apache/kafka/streams/errors/ProcessingLogAndContinueExceptionHandler.java,None,NOT EXISTING,0
21,apache/kafka,linkedin/kafka,16092,streams/src/main/java/org/apache/kafka/streams/errors/ProcessingLogAndFailExceptionHandler.java,None,NOT EXISTING,0
22,apache/kafka,linkedin/kafka,16092,streams/src/main/java/org/apache/kafka/streams/StreamsConfig.java,None,NA,0
23,apache/kafka,linkedin/kafka,16092,streams/src/main/java/org/apache/kafka/streams/errors/LogAndContinueProcessingExceptionHandler.java,None,NOT EXISTING,0
24,apache/kafka,linkedin/kafka,16092,streams/src/main/java/org/apache/kafka/streams/errors/LogAndFailProcessingExceptionHandler.java,None,NOT EXISTING,0
25,apache/kafka,linkedin/kafka,16092,streams/src/main/java/org/apache/kafka/streams/errors/internals/DefaultErrorHandlerContext.java,None,NOT EXISTING,0
26,apache/kafka,linkedin/kafka,16092,streams/src/test/java/org/apache/kafka/streams/StreamsConfigTest.java,None,NA,0
27,apache/kafka,linkedin/kafka,16092,.github/workflows/docker_build_and_test.yml,None,OTHER EXT,0
28,apache/kafka,linkedin/kafka,16092,.github/workflows/docker_official_image_build_and_test.yml,None,OTHER EXT,0
29,apache/kafka,linkedin/kafka,16092,.github/workflows/docker_promote.yml,None,OTHER EXT,0
30,apache/kafka,linkedin/kafka,16092,.github/workflows/docker_rc_release.yml,None,OTHER EXT,0
31,apache/kafka,linkedin/kafka,16092,.github/workflows/prepare_docker_official_image_source.yml,None,OTHER EXT,0
32,apache/kafka,linkedin/kafka,16092,Jenkinsfile,None,OTHER EXT,0
33,apache/kafka,linkedin/kafka,16092,build.gradle,None,OTHER EXT,0
34,apache/kafka,linkedin/kafka,16092,checkstyle/import-control.xml,None,NA,0
36,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/AsyncKafkaConsumer.java,None,NOT EXISTING,0
37,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/CompletedFetch.java,None,NOT EXISTING,0
38,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/ConsumerNetworkThread.java,None,NOT EXISTING,0
39,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/HeartbeatRequestManager.java,None,NOT EXISTING,0
40,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/MembershipManagerImpl.java,None,NOT EXISTING,0
41,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/AbstractTopicMetadataEvent.java,None,NOT EXISTING,0
42,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/AllTopicsMetadataEvent.java,None,NOT EXISTING,0
43,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ApplicationEventHandler.java,None,NOT EXISTING,0
44,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ApplicationEventProcessor.java,None,NOT EXISTING,0
45,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/CommitEvent.java,None,NOT EXISTING,0
46,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/CompletableApplicationEvent.java,None,NOT EXISTING,0
47,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/CompletableBackgroundEvent.java,None,NOT EXISTING,0
48,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/CompletableEvent.java,None,NOT EXISTING,0
49,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/CompletableEventReaper.java,None,NOT EXISTING,0
50,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ConsumerRebalanceListenerCallbackNeededEvent.java,None,NOT EXISTING,0
51,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/EventProcessor.java,None,NOT EXISTING,0
52,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/FetchCommittedOffsetsEvent.java,None,NOT EXISTING,0
53,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/LeaveOnCloseEvent.java,None,NOT EXISTING,0
54,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ListOffsetsEvent.java,None,NOT EXISTING,0
55,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ResetPositionsEvent.java,None,NOT EXISTING,0
56,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/SyncCommitEvent.java,None,NOT EXISTING,0
57,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/TopicMetadataEvent.java,None,NOT EXISTING,0
58,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/UnsubscribeEvent.java,None,NOT EXISTING,0
59,apache/kafka,linkedin/kafka,16092,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ValidatePositionsEvent.java,None,NOT EXISTING,0
61,apache/kafka,linkedin/kafka,16092,clients/src/test/java/org/apache/kafka/clients/consumer/internals/AsyncKafkaConsumerTest.java,None,NOT EXISTING,0
62,apache/kafka,linkedin/kafka,16092,clients/src/test/java/org/apache/kafka/clients/consumer/internals/CompletedFetchTest.java,None,NOT EXISTING,0
63,apache/kafka,linkedin/kafka,16092,clients/src/test/java/org/apache/kafka/clients/consumer/internals/ConsumerNetworkThreadTest.java,None,NOT EXISTING,0
64,apache/kafka,linkedin/kafka,16092,clients/src/test/java/org/apache/kafka/clients/consumer/internals/ConsumerTestBuilder.java,None,NOT EXISTING,0
65,apache/kafka,linkedin/kafka,16092,clients/src/test/java/org/apache/kafka/clients/consumer/internals/HeartbeatRequestManagerTest.java,None,NOT EXISTING,0
66,apache/kafka,linkedin/kafka,16092,clients/src/test/java/org/apache/kafka/clients/consumer/internals/events/ApplicationEventProcessorTest.java,None,NOT EXISTING,0
67,apache/kafka,linkedin/kafka,16092,clients/src/test/java/org/apache/kafka/clients/consumer/internals/events/CompletableEventReaperTest.java,None,NOT EXISTING,0
68,apache/kafka,linkedin/kafka,16092,connect/api/src/main/java/org/apache/kafka/connect/data/Values.java,None,NA,0
69,apache/kafka,linkedin/kafka,16092,connect/api/src/test/java/org/apache/kafka/connect/data/ValuesTest.java,None,NA,0
70,apache/kafka,linkedin/kafka,16092,connect/mirror-client/src/main/java/org/apache/kafka/connect/mirror/Checkpoint.java,None,NA,0
71,apache/kafka,linkedin/kafka,16092,connect/mirror/src/main/java/org/apache/kafka/connect/mirror/CheckpointStore.java,None,NOT EXISTING,0
72,apache/kafka,linkedin/kafka,16092,connect/mirror/src/main/java/org/apache/kafka/connect/mirror/MirrorCheckpointConfig.java,None,NOT EXISTING,0
74,apache/kafka,linkedin/kafka,16092,connect/mirror/src/main/java/org/apache/kafka/connect/mirror/OffsetSyncStore.java,None,NA,0
75,apache/kafka,linkedin/kafka,16092,connect/mirror/src/test/java/org/apache/kafka/connect/mirror/CheckpointStoreTest.java,None,NOT EXISTING,0
78,apache/kafka,linkedin/kafka,16092,connect/runtime/src/main/java/org/apache/kafka/connect/util/KafkaBasedLog.java,None,NA,0
80,apache/kafka,linkedin/kafka,16092,core/src/main/java/kafka/log/remote/RemoteLogManager.java,None,NOT EXISTING,0
81,apache/kafka,linkedin/kafka,16092,core/src/main/java/kafka/server/ReplicaAlterLogDirsTierStateMachine.java,None,NOT EXISTING,0
82,apache/kafka,linkedin/kafka,16092,core/src/main/java/kafka/server/ReplicaFetcherTierStateMachine.java,None,NOT EXISTING,0
83,apache/kafka,linkedin/kafka,16092,core/src/main/java/kafka/server/TierStateMachine.java,None,NOT EXISTING,0
84,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/cluster/Partition.scala,None,NA,0
85,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/coordinator/group/GroupMetadataManager.scala,None,NA,0
87,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/log/LocalLog.scala,None,NOT EXISTING,0
88,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/log/LogCleaner.scala,None,NA,0
89,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/log/UnifiedLog.scala,None,NOT EXISTING,0
90,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/metrics/KafkaMetricsConfig.scala,None,NA,0
91,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/network/SocketServer.scala,None,NA,0
95,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,None,NA,0
97,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/server/ControllerServer.scala,None,NA,0
99,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,None,NA,0
100,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/server/KafkaConfig.scala,None,NA,0
101,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/server/KafkaServer.scala,None,NA,0
102,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/server/MetadataCache.scala,None,NA,0
103,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,None,NOT EXISTING,0
104,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/server/ReplicaAlterLogDirsThread.scala,None,NA,0
105,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,None,NA,0
106,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/server/ReplicaManager.scala,None,NA,0
109,apache/kafka,linkedin/kafka,16092,core/src/main/scala/kafka/tools/StorageTool.scala,None,NA,0
112,apache/kafka,linkedin/kafka,16092,core/src/test/java/kafka/log/remote/RemoteLogManagerTest.java,None,NOT EXISTING,0
114,apache/kafka,linkedin/kafka,16092,core/src/test/java/kafka/testkit/KafkaClusterTestKit.java,None,NA,0
115,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/admin/BrokerApiVersionsCommandTest.scala,None,NA,0
116,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/api/AbstractAuthorizerIntegrationTest.scala,None,NOT EXISTING,0
118,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/api/AdminClientWithPoliciesIntegrationTest.scala,None,NA,0
123,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/api/DelegationTokenEndToEndAuthorizationTest.scala,None,NA,0
127,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/api/PlaintextAdminIntegrationTest.scala,None,NA,0
129,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/api/ProducerIdExpirationTest.scala,None,NOT EXISTING,0
133,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/api/TransactionsExpirationTest.scala,None,NA,0
134,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/api/TransactionsTest.scala,None,NA,0
135,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/api/TransactionsWithMaxInFlightOneTest.scala,None,NA,0
136,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/network/DynamicNumNetworkThreadsTest.scala,None,NOT EXISTING,0
138,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/server/DynamicBrokerReconfigurationTest.scala,None,NA,0
140,apache/kafka,linkedin/kafka,16092,core/src/test/scala/integration/kafka/server/QuorumTestHarness.scala,None,NOT EXISTING,0
143,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/admin/DeleteTopicTest.scala,None,NA,0
144,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/controller/ControllerChannelManagerTest.scala,None,NA,0
145,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/coordinator/group/GroupMetadataManagerTest.scala,None,NA,0
147,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/log/LocalLogTest.scala,None,NOT EXISTING,0
148,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/log/LogCleanerParameterizedIntegrationTest.scala,None,NA,0
149,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/log/LogCleanerTest.scala,None,NA,0
150,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/log/LogLoaderTest.scala,None,NA,0
152,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/log/UnifiedLogTest.scala,None,NOT EXISTING,0
153,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/network/SocketServerTest.scala,None,NA,0
156,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/AbstractFetcherManagerTest.scala,None,NOT EXISTING,0
163,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/BrokerLifecycleManagerTest.scala,None,NA,0
166,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/DelegationTokenRequestsTest.scala,None,NA,0
168,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/DescribeClusterRequestTest.scala,None,NA,0
173,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/KafkaApisTest.scala,None,NA,0
174,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/KafkaConfigTest.scala,None,NA,0
176,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/KafkaMetricsReporterTest.scala,None,NA,0
178,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/MockTierStateMachine.scala,None,NOT EXISTING,0
179,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/ReplicaManagerTest.scala,None,NA,0
183,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/server/TierStateMachineTest.scala,None,NOT EXISTING,0
186,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/tools/StorageToolTest.scala,None,NA,0
188,apache/kafka,linkedin/kafka,16092,core/src/test/scala/unit/kafka/utils/TestUtils.scala,None,NA,0
190,apache/kafka,linkedin/kafka,16092,docker/docker_official_image_build_test.py,None,NOT EXISTING,0
191,apache/kafka,linkedin/kafka,16090,streams/src/main/java/org/apache/kafka/streams/errors/ErrorHandlerContext.java,None,NOT EXISTING,0
192,apache/kafka,linkedin/kafka,16090,streams/src/main/java/org/apache/kafka/streams/errors/LogAndContinueProcessingExceptionHandler.java,None,NOT EXISTING,0
193,apache/kafka,linkedin/kafka,16090,streams/src/main/java/org/apache/kafka/streams/errors/LogAndFailProcessingExceptionHandler.java,None,NOT EXISTING,0
194,apache/kafka,linkedin/kafka,16090,streams/src/main/java/org/apache/kafka/streams/errors/ProcessingExceptionHandler.java,None,NOT EXISTING,0
195,apache/kafka,linkedin/kafka,16090,streams/src/main/java/org/apache/kafka/streams/errors/internals/DefaultErrorHandlerContext.java,None,NOT EXISTING,0
196,apache/kafka,linkedin/kafka,16081,build.gradle,None,OTHER EXT,0
197,apache/kafka,linkedin/kafka,16072,core/src/main/scala/kafka/coordinator/group/GroupMetadataManager.scala,None,NA,0
198,apache/kafka,linkedin/kafka,16072,core/src/test/scala/unit/kafka/coordinator/group/GroupMetadataManagerTest.scala,None,NA,0
199,apache/kafka,linkedin/kafka,16062,clients/src/main/java/org/apache/kafka/common/Cluster.java,MODIFIED,MO,1
201,apache/kafka,linkedin/kafka,16062,clients/src/test/java/org/apache/kafka/common/ClusterTest.java,MODIFIED,ED,1
200,apache/kafka,linkedin/kafka,16062,clients/src/main/java/org/apache/kafka/common/PartitionInfo.java,None,NA,0
202,apache/kafka,linkedin/kafka,16044,streams/src/main/java/org/apache/kafka/streams/processor/internals/assignment/RackAwareTaskAssignor.java,None,NOT EXISTING,0
203,apache/kafka,linkedin/kafka,16044,streams/src/test/java/org/apache/kafka/streams/processor/internals/assignment/RackAwareTaskAssignorTest.java,None,NOT EXISTING,0
215,apache/kafka,linkedin/kafka,16020,streams/src/main/java/org/apache/kafka/streams/processor/internals/assignment/ClientState.java,MODIFIED,ED,1
204,apache/kafka,linkedin/kafka,16020,checkstyle/suppressions.xml,None,NA,0
205,apache/kafka,linkedin/kafka,16020,tools/src/main/java/kafka/tools/DefaultMessageFormatter.java,None,NOT EXISTING,0
206,apache/kafka,linkedin/kafka,16020,tools/src/main/java/kafka/tools/LoggingMessageFormatter.java,None,NOT EXISTING,0
