,Mainline,Fork,Pr nr,Patch classification,Interesting
63,apache/kafka,linkedin/kafka,13364,NE,0
30,apache/kafka,linkedin/kafka,13618,NA,0
28,apache/kafka,linkedin/kafka,13630,NE,0
65,apache/kafka,linkedin/kafka,13359,NE,0
27,apache/kafka,linkedin/kafka,13634,NA,0
3,apache/kafka,linkedin/kafka,13763,NE,0
5,apache/kafka,linkedin/kafka,13757,CC,0
6,apache/kafka,linkedin/kafka,13755,NE,0
7,apache/kafka,linkedin/kafka,13754,CC,0
8,apache/kafka,linkedin/kafka,13752,NA,0
9,apache/kafka,linkedin/kafka,13747,CC,0
10,apache/kafka,linkedin/kafka,13741,CC,0
11,apache/kafka,linkedin/kafka,13734,NA,0
12,apache/kafka,linkedin/kafka,13723,NA,0
13,apache/kafka,linkedin/kafka,13722,CC,0
14,apache/kafka,linkedin/kafka,13720,NE,0
15,apache/kafka,linkedin/kafka,13710,NA,0
16,apache/kafka,linkedin/kafka,13695,NE,0
17,apache/kafka,linkedin/kafka,13693,CC,0
18,apache/kafka,linkedin/kafka,13684,CC,0
19,apache/kafka,linkedin/kafka,13672,CC,0
20,apache/kafka,linkedin/kafka,13669,NA,0
21,apache/kafka,linkedin/kafka,13657,CC,0
22,apache/kafka,linkedin/kafka,13654,NA,0
23,apache/kafka,linkedin/kafka,13653,NE,0
24,apache/kafka,linkedin/kafka,13649,CC,0
25,apache/kafka,linkedin/kafka,13648,NA,0
26,apache/kafka,linkedin/kafka,13635,NA,0
64,apache/kafka,linkedin/kafka,13360,CC,0
66,apache/kafka,linkedin/kafka,13358,CC,0
167,apache/kafka,linkedin/kafka,12768,CC,0
108,apache/kafka,linkedin/kafka,13055,NA,0
114,apache/kafka,linkedin/kafka,13026,NE,0
116,apache/kafka,linkedin/kafka,13024,NE,0
119,apache/kafka,linkedin/kafka,13019,CC,0
120,apache/kafka,linkedin/kafka,13016,NE,0
122,apache/kafka,linkedin/kafka,13008,CC,0
123,apache/kafka,linkedin/kafka,13002,NE,0
124,apache/kafka,linkedin/kafka,12987,CC,0
126,apache/kafka,linkedin/kafka,12982,CC,0
127,apache/kafka,linkedin/kafka,12968,CC,0
129,apache/kafka,linkedin/kafka,12957,CC,0
131,apache/kafka,linkedin/kafka,12938,NA,0
137,apache/kafka,linkedin/kafka,12912,CC,0
138,apache/kafka,linkedin/kafka,12910,CC,0
1,apache/kafka,linkedin/kafka,13774,NA,0
142,apache/kafka,linkedin/kafka,12882,CC,0
143,apache/kafka,linkedin/kafka,12880,NA,0
145,apache/kafka,linkedin/kafka,12868,NA,0
147,apache/kafka,linkedin/kafka,12859,NA,0
148,apache/kafka,linkedin/kafka,12857,CC,0
149,apache/kafka,linkedin/kafka,12851,CC,0
159,apache/kafka,linkedin/kafka,12799,CC,0
162,apache/kafka,linkedin/kafka,12786,CC,0
163,apache/kafka,linkedin/kafka,12779,CC,0
112,apache/kafka,linkedin/kafka,13039,CC,0
107,apache/kafka,linkedin/kafka,13060,NE,0
68,apache/kafka,linkedin/kafka,13336,NA,0
106,apache/kafka,linkedin/kafka,13079,CC,0
69,apache/kafka,linkedin/kafka,13331,CC,0
71,apache/kafka,linkedin/kafka,13324,NA,0
72,apache/kafka,linkedin/kafka,13319,NE,0
73,apache/kafka,linkedin/kafka,13295,CC,0
74,apache/kafka,linkedin/kafka,13291,NA,0
75,apache/kafka,linkedin/kafka,13288,CC,0
76,apache/kafka,linkedin/kafka,13266,NE,0
77,apache/kafka,linkedin/kafka,13235,CC,0
79,apache/kafka,linkedin/kafka,13222,CC,0
80,apache/kafka,linkedin/kafka,13221,CC,0
85,apache/kafka,linkedin/kafka,13194,NA,0
91,apache/kafka,linkedin/kafka,13166,NE,0
92,apache/kafka,linkedin/kafka,13164,CC,0
93,apache/kafka,linkedin/kafka,13160,NA,0
94,apache/kafka,linkedin/kafka,13151,CC,0
96,apache/kafka,linkedin/kafka,13140,CC,0
97,apache/kafka,linkedin/kafka,13134,NA,0
99,apache/kafka,linkedin/kafka,13130,CC,0
100,apache/kafka,linkedin/kafka,13119,NE,0
101,apache/kafka,linkedin/kafka,13118,CC,0
102,apache/kafka,linkedin/kafka,13108,NE,0
103,apache/kafka,linkedin/kafka,13106,NA,0
105,apache/kafka,linkedin/kafka,13086,CC,0
279,apache/kafka,linkedin/kafka,12243,CC,0
96,apache/kafka,linkedin/kafka,14343,MO,1
145,apache/kafka,linkedin/kafka,14026,MO,1
135,apache/kafka,linkedin/kafka,14088,MO,1
137,apache/kafka,linkedin/kafka,14078,MO,1
72,apache/kafka,linkedin/kafka,14483,MO,1
142,apache/kafka,linkedin/kafka,14046,MO,1
143,apache/kafka,linkedin/kafka,14039,MO,1
69,apache/kafka,linkedin/kafka,14490,MO,1
67,apache/kafka,linkedin/kafka,14493,MO,1
66,apache/kafka,linkedin/kafka,14495,MO,1
62,apache/kafka,linkedin/kafka,14500,MO,1
161,apache/kafka,linkedin/kafka,13938,MO,1
148,apache/kafka,linkedin/kafka,14011,MO,1
150,apache/kafka,linkedin/kafka,13992,MO,1
58,apache/kafka,linkedin/kafka,14533,MO,1
114,apache/kafka,linkedin/kafka,14269,MO,1
54,apache/kafka,linkedin/kafka,14545,MO,1
53,apache/kafka,linkedin/kafka,14550,MO,1
50,apache/kafka,linkedin/kafka,14574,MO,1
156,apache/kafka,linkedin/kafka,13957,MO,1
134,apache/kafka,linkedin/kafka,14092,ED,1
82,apache/kafka,linkedin/kafka,14439,MO,1
83,apache/kafka,linkedin/kafka,14437,MO,1
132,apache/kafka,linkedin/kafka,14103,SP,1
111,apache/kafka,linkedin/kafka,14277,SP,1
110,apache/kafka,linkedin/kafka,14281,MO,1
117,apache/kafka,linkedin/kafka,14216,MO,1
108,apache/kafka,linkedin/kafka,14297,MO,1
107,apache/kafka,linkedin/kafka,14300,MO,1
106,apache/kafka,linkedin/kafka,14302,SP,1
105,apache/kafka,linkedin/kafka,14303,MO,1
104,apache/kafka,linkedin/kafka,14313,MO,1
103,apache/kafka,linkedin/kafka,14314,SP,1
102,apache/kafka,linkedin/kafka,14317,MO,1
100,apache/kafka,linkedin/kafka,14320,SP,1
122,apache/kafka,linkedin/kafka,14177,MO,1
93,apache/kafka,linkedin/kafka,14379,MO,1
125,apache/kafka,linkedin/kafka,14151,MO,1
126,apache/kafka,linkedin/kafka,14149,MO,1
131,apache/kafka,linkedin/kafka,14123,MO,1
85,apache/kafka,linkedin/kafka,14427,MO,1
47,apache/kafka,linkedin/kafka,14589,MO,1
57,apache/kafka,linkedin/kafka,14539,MO,1
31,apache/kafka,linkedin/kafka,14674,MO,1
166,apache/kafka,linkedin/kafka,13917,MO,1
18,apache/kafka,linkedin/kafka,14769,SP,1
176,apache/kafka,linkedin/kafka,13884,MO,1
20,apache/kafka,linkedin/kafka,14741,SP,1
175,apache/kafka,linkedin/kafka,13885,MO,1
173,apache/kafka,linkedin/kafka,13887,MO,1
172,apache/kafka,linkedin/kafka,13888,MO,1
181,apache/kafka,linkedin/kafka,13867,MO,1
26,apache/kafka,linkedin/kafka,14704,MO,1
28,apache/kafka,linkedin/kafka,14683,MO,1
169,apache/kafka,linkedin/kafka,13902,MO,1
30,apache/kafka,linkedin/kafka,14680,SP,1
12,apache/kafka,linkedin/kafka,14810,MO,1
167,apache/kafka,linkedin/kafka,13912,MO,1
11,apache/kafka,linkedin/kafka,14813,MO,1
177,apache/kafka,linkedin/kafka,13883,MO,1
165,apache/kafka,linkedin/kafka,13920,MO,1
41,apache/kafka,linkedin/kafka,14628,MO,1
40,apache/kafka,linkedin/kafka,14635,MO,1
185,apache/kafka,linkedin/kafka,13811,MO,1
186,apache/kafka,linkedin/kafka,13810,MO,1
189,apache/kafka,linkedin/kafka,13806,MO,1
188,apache/kafka,linkedin/kafka,13808,ED,1
39,apache/kafka,linkedin/kafka,14637,MO,1
180,apache/kafka,linkedin/kafka,13871,NA,0
116,apache/kafka,linkedin/kafka,14224,NA,0
190,apache/kafka,linkedin/kafka,13805,NA,0
128,apache/kafka,linkedin/kafka,14137,NE,0
127,apache/kafka,linkedin/kafka,14138,CC,0
178,apache/kafka,linkedin/kafka,13882,CC,0
179,apache/kafka,linkedin/kafka,13877,CC,0
123,apache/kafka,linkedin/kafka,14160,CC,0
124,apache/kafka,linkedin/kafka,14156,NA,0
182,apache/kafka,linkedin/kafka,13858,CC,0
187,apache/kafka,linkedin/kafka,13809,CC,0
121,apache/kafka,linkedin/kafka,14187,NA,0
120,apache/kafka,linkedin/kafka,14188,CC,0
184,apache/kafka,linkedin/kafka,13832,CC,0
129,apache/kafka,linkedin/kafka,14128,NE,0
119,apache/kafka,linkedin/kafka,14192,NA,0
183,apache/kafka,linkedin/kafka,13841,CC,0
118,apache/kafka,linkedin/kafka,14196,NA,0
160,apache/kafka,linkedin/kafka,13940,NE,0
136,apache/kafka,linkedin/kafka,14085,CC,0
130,apache/kafka,linkedin/kafka,14126,CC,0
133,apache/kafka,linkedin/kafka,14100,NA,0
158,apache/kafka,linkedin/kafka,13955,NE,0
157,apache/kafka,linkedin/kafka,13956,CC,0
155,apache/kafka,linkedin/kafka,13958,CC,0
154,apache/kafka,linkedin/kafka,13967,NA,0
153,apache/kafka,linkedin/kafka,13968,CC,0
162,apache/kafka,linkedin/kafka,13935,NE,0
163,apache/kafka,linkedin/kafka,13923,NA,0
152,apache/kafka,linkedin/kafka,13972,NA,0
151,apache/kafka,linkedin/kafka,13976,CC,0
164,apache/kafka,linkedin/kafka,13922,NE,0
149,apache/kafka,linkedin/kafka,13995,NE,0
168,apache/kafka,linkedin/kafka,13908,NA,0
147,apache/kafka,linkedin/kafka,14013,NA,0
146,apache/kafka,linkedin/kafka,14023,CC,0
144,apache/kafka,linkedin/kafka,14036,NA,0
170,apache/kafka,linkedin/kafka,13896,NA,0
171,apache/kafka,linkedin/kafka,13889,NA,0
141,apache/kafka,linkedin/kafka,14051,CC,0
140,apache/kafka,linkedin/kafka,14053,CC,0
139,apache/kafka,linkedin/kafka,14065,CC,0
138,apache/kafka,linkedin/kafka,14070,CC,0
159,apache/kafka,linkedin/kafka,13948,NA,0
174,apache/kafka,linkedin/kafka,13886,NE,0
115,apache/kafka,linkedin/kafka,14228,CC,0
0,apache/kafka,linkedin/kafka,14890,CC,0
113,apache/kafka,linkedin/kafka,14273,CC,0
36,apache/kafka,linkedin/kafka,14650,NA,0
25,apache/kafka,linkedin/kafka,14718,NA,0
27,apache/kafka,linkedin/kafka,14688,CC,0
29,apache/kafka,linkedin/kafka,14682,CC,0
32,apache/kafka,linkedin/kafka,14667,CC,0
33,apache/kafka,linkedin/kafka,14665,NA,0
34,apache/kafka,linkedin/kafka,14660,CC,0
35,apache/kafka,linkedin/kafka,14657,NE,0
37,apache/kafka,linkedin/kafka,14643,NA,0
51,apache/kafka,linkedin/kafka,14573,CC,0
38,apache/kafka,linkedin/kafka,14639,NE,0
42,apache/kafka,linkedin/kafka,14625,NA,0
43,apache/kafka,linkedin/kafka,14624,NA,0
44,apache/kafka,linkedin/kafka,14622,CC,0
45,apache/kafka,linkedin/kafka,14616,CC,0
46,apache/kafka,linkedin/kafka,14608,NA,0
48,apache/kafka,linkedin/kafka,14587,NA,0
24,apache/kafka,linkedin/kafka,14722,NA,0
23,apache/kafka,linkedin/kafka,14726,NE,0
22,apache/kafka,linkedin/kafka,14732,CC,0
21,apache/kafka,linkedin/kafka,14740,NE,0
2,apache/kafka,linkedin/kafka,14869,NA,0
3,apache/kafka,linkedin/kafka,14855,CC,0
4,apache/kafka,linkedin/kafka,14854,CC,0
5,apache/kafka,linkedin/kafka,14851,CC,0
6,apache/kafka,linkedin/kafka,14840,NA,0
7,apache/kafka,linkedin/kafka,14836,CC,0
8,apache/kafka,linkedin/kafka,14827,NE,0
9,apache/kafka,linkedin/kafka,14824,NA,0
10,apache/kafka,linkedin/kafka,14823,CC,0
13,apache/kafka,linkedin/kafka,14802,NE,0
14,apache/kafka,linkedin/kafka,14794,NE,0
15,apache/kafka,linkedin/kafka,14786,CC,0
16,apache/kafka,linkedin/kafka,14785,NE,0
17,apache/kafka,linkedin/kafka,14770,CC,0
19,apache/kafka,linkedin/kafka,14751,CC,0
49,apache/kafka,linkedin/kafka,14584,CC,0
52,apache/kafka,linkedin/kafka,14563,CC,0
112,apache/kafka,linkedin/kafka,14274,CC,0
92,apache/kafka,linkedin/kafka,14393,CC,0
84,apache/kafka,linkedin/kafka,14435,NA,0
86,apache/kafka,linkedin/kafka,14424,NE,0
87,apache/kafka,linkedin/kafka,14419,NA,0
88,apache/kafka,linkedin/kafka,14415,NE,0
89,apache/kafka,linkedin/kafka,14409,NE,0
90,apache/kafka,linkedin/kafka,14403,NA,0
91,apache/kafka,linkedin/kafka,14395,CC,0
94,apache/kafka,linkedin/kafka,14378,CC,0
55,apache/kafka,linkedin/kafka,14542,NE,0
95,apache/kafka,linkedin/kafka,14366,CC,0
1,apache/kafka,linkedin/kafka,14875,NE,0
97,apache/kafka,linkedin/kafka,14342,NE,0
98,apache/kafka,linkedin/kafka,14336,CC,0
99,apache/kafka,linkedin/kafka,14325,NA,0
101,apache/kafka,linkedin/kafka,14319,NA,0
109,apache/kafka,linkedin/kafka,14292,CC,0
81,apache/kafka,linkedin/kafka,14447,CC,0
80,apache/kafka,linkedin/kafka,14453,CC,0
79,apache/kafka,linkedin/kafka,14455,NA,0
78,apache/kafka,linkedin/kafka,14457,CC,0
56,apache/kafka,linkedin/kafka,14541,CC,0
59,apache/kafka,linkedin/kafka,14532,NE,0
60,apache/kafka,linkedin/kafka,14526,NA,0
61,apache/kafka,linkedin/kafka,14506,CC,0
63,apache/kafka,linkedin/kafka,14498,NA,0
64,apache/kafka,linkedin/kafka,14497,NA,0
65,apache/kafka,linkedin/kafka,14496,NA,0
68,apache/kafka,linkedin/kafka,14492,NA,0
70,apache/kafka,linkedin/kafka,14487,NA,0
71,apache/kafka,linkedin/kafka,14484,NA,0
73,apache/kafka,linkedin/kafka,14476,CC,0
74,apache/kafka,linkedin/kafka,14475,CC,0
75,apache/kafka,linkedin/kafka,14464,CC,0
76,apache/kafka,linkedin/kafka,14461,NE,0
77,apache/kafka,linkedin/kafka,14459,CC,0
191,apache/kafka,linkedin/kafka,13804,NA,0
0,apache/kafka,linkedin/kafka,16170,MO,1
76,apache/kafka,linkedin/kafka,15661,MO,1
120,apache/kafka,linkedin/kafka,15469,MO,1
73,apache/kafka,linkedin/kafka,15674,MO,1
71,apache/kafka,linkedin/kafka,15691,MO,1
200,apache/kafka,linkedin/kafka,15102,ED,1
69,apache/kafka,linkedin/kafka,15698,MO,1
174,apache/kafka,linkedin/kafka,15215,MO,1
67,apache/kafka,linkedin/kafka,15707,MO,1
66,apache/kafka,linkedin/kafka,15713,MO,1
65,apache/kafka,linkedin/kafka,15722,MO,1
64,apache/kafka,linkedin/kafka,15723,MO,1
202,apache/kafka,linkedin/kafka,15098,MO,1
123,apache/kafka,linkedin/kafka,15449,MO,1
173,apache/kafka,linkedin/kafka,15217,ED,1
60,apache/kafka,linkedin/kafka,15737,MO,1
205,apache/kafka,linkedin/kafka,15088,ED,1
58,apache/kafka,linkedin/kafka,15742,MO,1
57,apache/kafka,linkedin/kafka,15744,MO,1
125,apache/kafka,linkedin/kafka,15437,MO,1
207,apache/kafka,linkedin/kafka,15080,ED,1
126,apache/kafka,linkedin/kafka,15434,MO,1
209,apache/kafka,linkedin/kafka,15077,MO,1
119,apache/kafka,linkedin/kafka,15473,ED,1
118,apache/kafka,linkedin/kafka,15474,MO,1
49,apache/kafka,linkedin/kafka,15778,MO,1
78,apache/kafka,linkedin/kafka,15636,MO,1
100,apache/kafka,linkedin/kafka,15541,MO,1
99,apache/kafka,linkedin/kafka,15542,MO,1
98,apache/kafka,linkedin/kafka,15549,MO,1
106,apache/kafka,linkedin/kafka,15517,MO,1
96,apache/kafka,linkedin/kafka,15558,MO,1
107,apache/kafka,linkedin/kafka,15510,MO,1
108,apache/kafka,linkedin/kafka,15508,MO,1
93,apache/kafka,linkedin/kafka,15570,MO,1
92,apache/kafka,linkedin/kafka,15573,MO,1
91,apache/kafka,linkedin/kafka,15579,MO,1
109,apache/kafka,linkedin/kafka,15505,MO,1
111,apache/kafka,linkedin/kafka,15494,MO,1
112,apache/kafka,linkedin/kafka,15491,SP,1
176,apache/kafka,linkedin/kafka,15202,MO,1
85,apache/kafka,linkedin/kafka,15601,MO,1
190,apache/kafka,linkedin/kafka,15154,MO,1
191,apache/kafka,linkedin/kafka,15149,SP,1
114,apache/kafka,linkedin/kafka,15486,MO,1
115,apache/kafka,linkedin/kafka,15485,MO,1
116,apache/kafka,linkedin/kafka,15484,MO,1
117,apache/kafka,linkedin/kafka,15476,MO,1
129,apache/kafka,linkedin/kafka,15422,MO,1
102,apache/kafka,linkedin/kafka,15529,MO,1
48,apache/kafka,linkedin/kafka,15783,MO,1
27,apache/kafka,linkedin/kafka,15942,MO,1
23,apache/kafka,linkedin/kafka,15962,MO,1
22,apache/kafka,linkedin/kafka,15971,MO,1
229,apache/kafka,linkedin/kafka,14965,MO,1
144,apache/kafka,linkedin/kafka,15357,MO,1
16,apache/kafka,linkedin/kafka,16015,MO,1
15,apache/kafka,linkedin/kafka,16020,ED,1
146,apache/kafka,linkedin/kafka,15351,MO,1
13,apache/kafka,linkedin/kafka,16062,MO,1
235,apache/kafka,linkedin/kafka,14953,MO,1
159,apache/kafka,linkedin/kafka,15293,MO,1
148,apache/kafka,linkedin/kafka,15347,MO,1
9,apache/kafka,linkedin/kafka,16092,MO,1
